"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
741956	314	0	0	111102091	MER ROUGE STATE BANK, THE	102 W. DAVENPORT 	MER ROUGE	LA	71261	051	2025-10-16T14:34:49
741974	29937	704381	4381	283972120	FIRST FEDERAL SAVINGS BANK OF KENTUCKY	216 WEST MAIN STREET 	FRANKFORT	KY	40601	051	2025-12-16T13:59:16
742056	17979	0	0	114923439	CASTROVILLE STATE BANK	502 PARIS STREET 	CASTROVILLE	TX	78009	051	2025-10-21T15:20:57
742542	11225	0	0	75907413	FIRST COMMUNITY BANK	202 MERCHANT ROW 	MILTON	WI	53563	051	2025-10-29T11:37:57
742944	5297	0	0	75902463	FORTE BANK	116 WEST SUMNER STREET 	HARTFORD	WI	53027	041	2025-10-30T11:17:33
743679	30117	0	4776	231375397	RELIANCE SAVINGS BANK	1300 11TH AVENUE 	ALTOONA	PA	16601	051	2025-10-24T15:38:10
743950	8268	0	0	81510739	FARMERS BANK OF LOHMAN	103 LOMO DRIVE 	JEFFERSON CITY	MO	65109	051	2025-10-20T15:41:09
744854	16817	0	0	111922624	CITIZENS BANK	301 E. MAIN STREET 	KILGORE	TX	756625965	051	2025-10-31T14:33:05
745347	33552	0	15832	73901097	BOONE BANK & TRUST CO.	716 8TH STREET 	BOONE	IA	50036	041	2025-10-16T09:48:55
746157	8546	0	0	91909466	SENTRY BANK	400 4TH AVENUE NORTHEAST 	SAINT JOSEPH	MN	56374	051	2025-10-23T13:15:40
746755	17769	0	0	101108571	BANK OF HAYS	1000 WEST 27TH STREET 	HAYS	KS	67601	051	2026-04-21T12:50:21
746942	8499	0	17858	73910745	UNION STATE BANK	214 SOUTH FIRST STREET 	GREENFIELD	IA	50849	051	2025-10-09T16:11:12
746979	30987	0	6218	253272009	SPRATT SAVINGS BANK	1613 JA COCHRAN BYPASS 	CHESTER	SC	29706	051	2025-11-04T10:55:47
747051	11466	0	0	81507234	HOMEPRIDE BANK	110 EAST COMMERCIAL STREET 	MANSFIELD	MO	65704	041	2025-10-27T11:45:48
747257	17451	0	0	101103835	HALSTEAD BANK, THE	314 MAIN STREET 	HALSTEAD	KS	67056	051	2025-10-15T17:04:07
748254	8537	0	0	96000580	BANKCHEROKEE	607 SMITH AVENUE SOUTH 	SAINT PAUL	MN	55107	051	2025-10-27T17:48:47
748357	11570	0	0	113109982	GLOBAL ONE BANK	1400 BLALOCK ROAD, SUITE A 	HOUSTON	TX	77055	051	2025-10-30T16:33:35
748441	81	0	0	82901606	WARREN BANK AND TRUST COMPANY	201 SOUTH MAIN STREET 	WARREN	AR	71671	051	2025-12-31T14:42:49
748964	18698	0	0	111323906	TEXAS STATE BANK	2201 SHERWOOD WAY 	SAN ANGELO	TX	769013057	051	2025-10-29T11:22:42
749242	12437	0	0	84201294	RENASANT BANK	209 TROY STREET 	TUPELO	MS	38804	041	2025-10-29T11:02:35
749635	35	0	9177	62202574	AUBURNBANK	100 NORTH GAY STREET 	AUBURN	AL	36830	051	2025-10-29T15:29:10
749840	9295	0	0	73918103	FARMERS STATE BANK	401 MAIN STREET 	LAKE VIEW	IA	51450	051	2025-10-29T13:20:51
749943	10438	0	0	71115416	RARITAN STATE BANK	106 EAST MAIN STREET 	RARITAN	IL	61471	051	2025-10-29T10:23:16
750051	16733	0	0	96000959	NORTH STAR BANK	1820 N. LEXINGTON AVE. 	ROSEVILLE	MN	55113	051	2025-12-09T12:48:07
750127	12885	0	14724	52100741	PEOPLES BANK, THE	100 SPRING AVENUE 	CHESTERTOWN	MD	21620	051	2025-10-22T12:23:21
750341	11407	0	10657	72402869	HIGHPOINT COMMUNITY BANK	150 WEST COURT STREET 	HASTINGS	MI	49058	051	2025-10-29T16:59:06
750444	1556	0	0	73908252	TWIN CEDARS BANK	402 MERRILL STREET 	BUSSEY	IA	50044	051	2025-10-24T00:36:43
750846	15839	0	0	73921187	SECURITY STATE BANK	1 EAST STATE STREET 	ALGONA	IA	50511	051	2025-10-28T20:06:44
751254	8536	0	0	91908768	PROGROWTH BANK	703 3RD STREET 	NICOLLET	MN	56074	051	2026-02-03T16:49:43
751656	1399	0	0	91901202	FRANDSEN BANK & TRUST	116 CENTRAL STREET WEST 	LONSDALE	MN	55046	041	2025-10-22T07:56:55
751852	17009	0	0	101001283	CENTRAL BANK OF KANSAS CITY	2301 INDEPENDENCE BOULEVARD 	KANSAS CITY	MO	64124	051	2025-10-23T16:44:41
752831	148	0	11273	61102442	BANK OF MADISON	133 NORTH MAIN STREET 	MADISON	GA	30650	051	2025-10-20T12:54:07
753052	8594	0	0	101906249	MONTROSE SAVINGS BANK	401 MISSOURI AVENUE 	MONTROSE	MO	64770	051	2025-10-16T17:24:17
753324	6123	0	12293	51402518	BANK OF CLARKE	2 EAST MAIN STREET 	BERRYVILLE	VA	22611	051	2025-10-30T11:50:58
753641	23126	0	0	72413285	HURON STATE BANK	200 EAST ERIE STREET 	ROGERS CITY	MI	49779	051	2025-10-29T13:30:14
753856	11891	0	0	111304349	DONLEY COUNTY STATE BANK, THE	201 S. KEARNEY 	CLARENDON	TX	79226	051	2025-10-22T10:47:01
754068	25249	18242	0	122240751	C3BANK, NATIONAL ASSOCIATION	850 S. COAST HIGHWAY 101 	ENCINITAS	CA	92024	051	2025-10-24T13:23:44
754246	4476	0	0	73904887	LOGAN STATE BANK	323 EAST 7TH STREET 	LOGAN	IA	51546	051	2025-10-30T11:36:40
754536	17841	0	0	65204993	VERMILION BANK & TRUST COMPANY	420 NORTH CUSHING AVENUE 	KAPLAN	LA	70548	051	2025-10-27T12:23:48
754826	6636	2036	0	44210403	VINTON COUNTY NATIONAL BANK	203 WEST MAIN STREET 	MC ARTHUR	OH	45651	051	2025-10-17T15:48:35
754853	4697	3180	0	101100171	FIRST NATIONAL BANK OF HUTCHINSON, THE	1 NORTH MAIN STREET 	HUTCHINSON	KS	67501	051	2025-10-28T09:11:16
754929	6821	12229	15003	51403122	NATIONAL BANK OF BLACKSBURG, THE	100 SOUTH MAIN STREET 	BLACKSBURG	VA	24060	041	2025-10-30T16:32:55
755252	9322	0	0	111102389	CROSS KEYS BANK	307 PLANK ROAD 	SAINT JOSEPH	LA	71366	051	2025-10-24T16:12:57
755421	8672	0	15735	51405094	BLUE GRASS VALLEY BANK, THE	2583 BLUE GRASS VALLEY ROAD 	BLUE GRASS	VA	24413	051	2025-10-23T17:25:45
755458	5229	0	0	91903239	FORESIGHT BANK	138 WEST BROADWAY 	PLAINVIEW	MN	55964	051	2025-10-09T09:27:51
756343	14230	0	0	73905802	MALVERN BANK	404 MAIN STREET 	MALVERN	IA	51551	051	2025-10-27T19:24:14
756848	10595	0	0	101205063	COMMUNITY FIRST BANK	915 WEST FORT SCOTT 	BUTLER	MO	64730	051	2025-10-07T10:40:27
757377	29009	0	2758	271071004	LIBERTY BANK FOR SAVINGS	2392 NORTH MILWAUKEE AVENUE 	CHICAGO	IL	60647	051	2025-10-27T15:35:06
757452	13897	0	0	101202503	FARMERS STATE BANK	124 EAST 3RD STREET 	CAMERON	MO	64429	041	2025-10-22T15:50:40
757779	28186	0	1090	231372811	MCS BANK	100 COMMERCE DRIVE 	MILROY	PA	17063	051	2025-10-29T15:46:20
758703	17870	0	14455	211371120	CAMBRIDGE SAVINGS BANK	1374 MASSACHUSETTS AVENUE 	CAMBRIDGE	MA	02138	041	2025-10-28T14:26:39
758842	10125	0	12684	73903053	CITIZENS SAVINGS BANK	215 EAST MAIN STREET 	ANAMOSA	IA	52205	051	2025-10-23T11:13:28
758851	26960	0	0	81505634	FIRST BANK OF THE LAKE	4558 OSAGE BEACH PARKWAY, SUITE 100 	OSAGE BEACH	MO	65065	051	2026-02-20T11:05:17
759045	25883	0	10797	71925017	FIRST EAGLE BANK	1201 WEST MADISON 	CHICAGO	IL	60607	051	2025-10-27T12:38:11
759625	6137	0	15392	51402550	BANK OF BOTETOURT	19747 MAIN STREET 	BUCHANAN	VA	24066	051	2025-10-23T08:36:24
760210	10280	0	0	44112187	FARMERS AND MERCHANTS BANK, THE	430 NORTH ST 	CALDWELL	OH	43724	051	2025-10-22T13:31:02
760331	5676	0	9714	63104626	BRANNEN BANK	320 HWY 41 SOUTH 	INVERNESS	FL	34450	051	2025-10-28T12:06:44
760340	16752	14617	0	71922337	NATIONAL BANK OF ST. ANNE	158 WEST STATION STREET 	SAINT ANNE	IL	60964	051	2026-04-14T17:03:52
760434	10473	0	0	71113748	IPAVA STATE BANK	1203 SOUTH MAIN STREET 	LEWISTOWN	IL	61542	041	2025-10-30T15:26:10
760649	5814	0	0	73904159	AUDUBON STATE BANK	307 BROADWAY STREET 	AUDUBON	IA	50025	051	2025-10-12T12:41:09
760854	22876	0	0	101203641	SOUTHWEST MISSOURI BANK	300 WEST THIRD 	CARTHAGE	MO	64836	051	2026-06-10T14:50:24
760939	9070	0	0	61106655	FIRST BANK OF PIKE	50 SPRING ROAD 	MOLENA	GA	30258	051	2025-10-10T15:02:56
760957	9769	0	0	91909217	FIRST STATE BANK OF ROSEMOUNT, THE	3025 145TH ST. WEST 	ROSEMOUNT	MN	55068	051	2025-11-20T11:48:06
761244	12208	0	0	81908833	BELGRADE STATE BANK	14185 HIGHWAY C 	BELGRADE	MO	63622	051	2025-10-27T13:50:14
761459	13652	0	0	91915751	PINE COUNTRY BANK	1201 1ST AVENUE NE 	LITTLE FALLS	MN	56345	051	2025-10-23T10:29:48
761543	10111	0	13556	73911870	OHNWARD BANK & TRUST	332 1ST AVENUE WEST 	CASCADE	IA	52033	051	2025-11-20T09:31:26
761806	18221	24469	0	21101438	WEBSTER BANK, NATIONAL ASSOCIATION	200 ELM STREET 	STAMFORD	CT	06902	041	2025-10-30T16:27:33
761833	25796	0	0	61103218	COMMUNITY BANK & TRUST - WEST GEORGIA	201 BROAD STREET 	LAGRANGE	GA	30240	041	2026-04-08T19:17:01
761851	1900	0	0	91209247	FIRST INDEPENDENT BANK	300 FRONT STREET 	RUSSELL	MN	56169	051	2026-01-26T12:05:08
761954	15480	0	0	111321814	COLEMAN COUNTY STATE BANK	118 W. PECAN 	COLEMAN	TX	76834	051	2025-11-20T15:44:14
762045	248	0	11064	73909468	STATE SAVINGS BANK	4800 MILLS CIVIC PARKWAY, SUITE 100 	WEST DES MOINES	IA	50265	051	2025-10-30T11:09:30
762447	3705	10045	12332	71102076	FIRST MID BANK & TRUST, NATIONAL ASSOCIATION	1515 CHARLESTON AVENUE 	MATTOON	IL	61938	041	2025-10-30T12:54:22
762474	30895	25188	0	301171353	FIDELITY BANK, NATIONAL ASSOCIATION	100 EAST ENGLISH STREET 	WICHITA	KS	67202	051	2026-01-27T12:11:30
762773	32257	708059	8059	226072870	ABACUS FEDERAL SAVINGS BANK	6 BOWERY 	NEW YORK	NY	10013	051	2025-10-30T10:25:58
763211	289	0	0	42105154	BANK OF HINDMAN	1362 HINDMAN BYPASS 	HINDMAN	KY	41822	051	2025-10-29T12:56:59
763677	31100	0	0	253271822	SECURITY FEDERAL BANK	100 LAURENS STREET NORTHWEST 	AIKEN	SC	29801	051	2025-10-30T12:15:32
763930	5716	0	11751	61203642	FARMERS & MERCHANTS BANK	4 N CARTER STREET 	LAKELAND	GA	31635	051	2025-10-29T11:03:55
764030	20504	0	12344	61201754	AMERIS BANK	3490 PIEDMONT ROAD SUITE 1550	ATLANTA	GA	30305	041	2025-11-07T09:07:27
764058	16111	0	0	91916378	HIGHLAND BANK	2100 FORD PARKWAY 	SAINT PAUL	MN	55116	051	2025-10-30T15:37:56
764067	22942	16799	0	111908208	AMERICAN NATIONAL BANK OF MOUNT PLEASANT, THE	301 SOUTH MADISON AVENUE 	MOUNT PLEASANT	TX	754554435	051	2025-10-21T10:13:21
764142	14352	0	0	73915672	FEDERATION BANK	300 SOUTH IOWA AVENUE 	WASHINGTON	IA	52353	051	2025-10-23T15:59:19
764151	21807	0	0	113106532	LOVELADY STATE BANK	910 SOUTH COMMERCE STREET 	LOVELADY	TX	758519765	051	2025-10-30T15:46:27
764816	20872	0	0	42101475	CITIZENS GUARANTY BANK	457 EAST MAIN STREET 	RICHMOND	KY	40475	051	2025-10-23T14:42:06
765318	18620	0	0	42108122	CITIZENS BANK & TRUST CO. OF JACKSON	720 HWY. 15 SOUTH 	JACKSON	KY	41339	051	2025-10-30T12:42:04
765354	1937	0	0	81512928	BANK OF CROCKER	200 ICHORD AVENUE 	WAYNESVILLE	MO	65583	041	2025-10-29T14:52:20
765505	90297	0	11895	211372857	WEBSTER FIVE CENTS SAVINGS BANK	136 THOMPSON ROAD 	WEBSTER	MA	01570	041	2025-10-29T16:35:40
765662	15523	0	0	111920684	MUENSTER STATE BANK	201 N. MAIN STREET 	MUENSTER	TX	76252	051	2025-10-20T14:16:00
765877	28246	701227	1227	301170587	HOME SAVINGS BANK	214 NORTH LINCOLN AVE 	CHANUTE	KS	66720	051	2025-10-30T15:22:01
766052	23551	0	0	101204022	COMMUNITY BANK OF EL DORADO SPRINGS	210 EAST HIGHWAY 54 	EL DORADO SPRINGS	MO	64744	051	2025-10-22T17:22:39
766164	23498	0	11362	111909579	TBK BANK, SSB	12700 PARK CENTRAL DRIVE. SUITE 1700 	DALLAS	TX	75251	041	2025-10-16T16:38:22
767152	3149	13046	0	111905324	FIRST NATIONAL BANK IN COOPER, THE	11 WEST SIDE SQUARE 	COOPER	TX	75432	051	2025-10-15T18:59:33
767246	10872	0	0	81904086	CHESTERFIELD STATE BANK	25 SOUTH MAIN STREET 	CHESTERFIELD	IL	62630	051	2025-10-22T16:05:09
767255	1964	0	0	101202875	LAMAR BANK AND TRUST COMPANY	1000 BROADWAY 	LAMAR	MO	64759	051	2025-11-21T12:18:43
767554	19744	0	0	111101694	CITIZENS BANK & TRUST COMPANY OF VIVIAN, LOUISIANA	120 WEST ARKANSAS AVENUE 	VIVIAN	LA	710822852	051	2025-10-30T11:17:45
767572	29059	702842	2842	312270476	TUCUMCARI FEDERAL SAVINGS & LOAN ASSOCIATION	301 S 1ST ST 	TUCUMCARI	NM	88401	051	2025-10-30T16:31:36
767611	12956	0	0	21308396	BANK OF RICHMONDVILLE	857 EAST MAIN STREET 	COBLESKILL	NY	12043	041	2025-10-22T13:33:51
767732	20198	0	17306	61211870	SOUTH GEORGIA BANKING COMPANY	5515 ALABAMA AVENUE 	OMEGA	GA	31775	051	2026-02-06T12:03:38
767974	28263	25137	0	241272118	CFBANK NATIONAL ASSOCIATION	4960 EAST DUBLIN GRANVILLE RD. SUITE 400 	COLUMBUS	OH	43081	051	2025-10-30T15:28:41
768458	16854	0	0	107002008	COMMUNITY 1ST BANK LAS VEGAS	600 DOUGLAS AVE 	LAS VEGAS	NM	87701	041	2025-10-17T10:54:15
768476	28266	0	1265	325170864	CONNECT COMMUNITY BANK	202 DURYEA STREET 	RAYMOND	WA	98577	051	2025-11-07T19:11:03
768953	17280	0	0	91310990	BANK OF TIOGA, THE	7 NORTH MAIN STREET 	TIOGA	ND	58852	051	2025-10-30T23:01:42
769334	12402	0	13579	71108083	EXCHANGE STATE BANK	126 NORTH BROAD STREET 	LANARK	IL	61046	051	2026-01-09T10:15:12
770451	13382	0	0	91214339	FARMERS & MERCHANTS STATE BANK OF SPRINGFIELD	101 NORTH MARSHALL AVENUE 	SPRINGFIELD	MN	56087	051	2025-10-27T11:58:12
770545	10463	0	15586	71119234	MIDDLETOWN STATE BANK	6TH STREET & MADISON STREET 	MIDDLETOWN	IL	62666	051	2025-11-06T15:03:07
770639	3691	2503	17116	71902030	HOMETOWN NATIONAL BANK	260 BUCKLIN STREET 	LA SALLE	IL	61301	051	2025-10-30T10:17:54
770657	8904	0	0	101201863	NODAWAY VALLEY BANK, THE	304 NORTH MAIN 	MARYVILLE	MO	64468	051	2025-10-29T17:07:57
770853	19001	0	0	81501175	FIRST MIDWEST BANK OF DEXTER	819 BUSINESS 60 WEST 	DEXTER	MO	63841	051	2025-10-24T15:47:47
771047	931	0	14032	71107699	CITIZENS STATE BANK OF MILFORD	36 EAST JONES STREET 	MILFORD	IL	60953	051	2025-10-15T12:12:09
771140	3787	0	0	81212574	DIETERICH BANK	300 SUR WOODS DRIVE 	EFFINGHAM	IL	62401	041	2025-10-30T12:27:39
771458	2240	0	0	112200439	FIRST AMERICAN BANK	303 WEST MAIN STREET 	ARTESIA	NM	882107526	051	2025-10-24T10:41:39
771609	90196	0	13133	211372239	BAYCOAST BANK	330 SWANSEA MALL DRIVE 	SWANSEA	MA	02777	051	2025-11-25T14:12:18
771748	15427	0	12824	73921776	CHELSEA SAVINGS BANK	601 13TH STREET 	BELLE PLAINE	IA	52208	051	2025-12-11T14:44:19
771878	28924	702631	2631	271972912	FIRST FEDERAL SAVINGS BANK	633 LASALLE STREET 	OTTAWA	IL	613500000	051	2025-11-06T09:42:53
772008	90303	0	8563	211371447	SOUTH SHORE BANK	1530 MAIN STREET 	SOUTH WEYMOUTH	MA	02190	051	2025-11-21T13:10:15
772446	1596	21527	0	72404786	COMERICA BANK & TRUST, NATIONAL ASSOCIATION	101 NORTH MAIN STREET 	ANN ARBOR	MI	48104	041	2025-10-30T16:03:42
772754	1945	0	0	101211031	METZ BANKING COMPANY	123 NORTH OSAGE BOULEVARD 	NEVADA	MO	64772	051	2025-10-23T14:16:31
773032	879	0	14287	61108161	FARMERS STATE BANK	115 N. WASHINGTON STREET 	LINCOLNTON	GA	30817	041	2025-10-23T14:25:00
773171	30943	25227	0	291270649	MID-CENTRAL NATIONAL BANK	520 S. JEFFERSON 	WADENA	MN	56482	051	2025-10-29T12:07:56
773247	1040	0	0	81204540	MIDLAND STATES BANK	1201 NETWORK CENTRE DRIVE 	EFFINGHAM	IL	62401	041	2026-01-30T12:07:03
773443	4439	994	13625	73900441	CLINTON NATIONAL BANK, THE	235 6TH AVENUE SOUTH 	CLINTON	IA	52732	041	2025-10-30T15:42:36
773470	32282	708089	8089	322286120	MALAGA BANK, FSB	2514 VIA TEJON 	PALOS VERDES ESTATES	CA	90274	051	2025-10-27T19:44:14
773742	5018	13522	14478	72402212	CITIZENS NATIONAL BANK OF CHEBOYGAN	303 NORTH MAIN STREET 	CHEBOYGAN	MI	49721	051	2025-10-29T12:45:03
774132	22451	0	12980	64102999	VOLUNTEER BANK	3200 WEST END AVENUE, STE 100 	NASHVILLE	TN	37203	051	2025-10-20T15:53:59
774235	14731	14255	15093	61201864	CITIZENS NATIONAL BANK OF QUITMAN, THE	100 EAST STEVENS STREET 	QUITMAN	GA	31643	051	2025-10-28T22:12:41
774253	19589	0	0	91214915	NORTHERN STATE BANK OF VIRGINIA	600 CHESTNUT ST. 	VIRGINIA	MN	55792	051	2025-10-29T18:59:07
774347	14807	0	13236	73912552	FARMERS SAVINGS BANK	205 MAIN STREET 	COLESBURG	IA	52035	051	2025-10-29T09:07:49
775054	16125	0	0	102104684	EASTERN COLORADO BANK, THE	10 SOUTH FIRST STREET 	CHEYENNE WELLS	CO	80810	051	2025-10-21T12:18:09
775241	19230	15389	0	71108290	COMMUNITY NATIONAL BANK IN MONMOUTH	311 NORTH MAIN 	MONMOUTH	IL	614621777	041	2025-10-20T12:23:25
775456	14266	14109	0	91800028	NATIONAL BANK OF COMMERCE	1127 TOWER AVE 	SUPERIOR	WI	54880	051	2026-02-03T14:41:50
775773	27683	700108	108	271973762	NORTH SHORE TRUST AND SAVINGS	700 SOUTH LEWIS AVENUE 	WAUKEGAN	IL	60085	051	2025-10-30T13:16:46
776369	16334	0	0	114922265	FIRST STATE BANK OF ODEM	201 MAIN STREET 	ODEM	TX	78370	051	2025-10-28T14:58:07
776547	25173	0	0	83901333	MEADE COUNTY BANK, INC.	2175 BY PASS ROAD 	BRANDENBURG	KY	40108	041	2026-02-19T14:54:02
777254	8865	0	0	91915133	HERITAGE BANK MINNESOTA	181 MAIN STREET 	WEST CONCORD	MN	55985	051	2025-10-28T12:38:52
777366	20387	0	0	121029672	BANK OF THE ORIENT	1023 STOCKTON STREET 	SAN FRANCISCO	CA	94108	031	2025-10-30T13:42:46
777441	22598	0	0	81224724	FLORA BANK & TRUST	1478 N. WORTHEY ST 	FLORA	IL	62839	051	2025-10-17T12:56:45
777870	27711	0	153	231371595	ALTOONA FIRST SAVINGS BANK	203 NORTH LOGAN BOULEVARD 	ALTOONA	PA	16602	051	2025-10-18T06:37:14
778738	14851	0	12187	64207946	CITIZENS BANK	300 BROAD STREET 	ELIZABETHTON	TN	37643	051	2025-10-30T12:48:52
779016	10685	0	0	31309686	CENTRAL PENN BANK & TRUST	250 EAST CHESTNUT STREET 	MIFFLINBURG	PA	17844	051	2026-02-19T13:39:49
779351	8866	14488	0	91900193	MERCHANTS BANK, NATIONAL ASSOCIATION	102 EAST THIRD STREET 	WINONA	MN	55987	041	2026-05-05T10:52:30
779641	14999	0	16104	72405206	PORT AUSTIN STATE BANK, THE	62 EAST STATE STREET 	PORT AUSTIN	MI	48467	051	2025-10-03T15:07:22
779650	12322	0	0	91509468	CHIPPEWA VALLEY BANK	15755 COUNTY HIGHWAY B 	HAYWARD	WI	54843	051	2025-10-20T15:56:56
779968	23998	0	0	122039344	STATE BANK OF INDIA (CALIFORNIA)	707 WILSHIRE BOULEVARD, SUITE 2900 	LOS ANGELES	CA	90017	051	2025-10-31T20:04:53
780049	9775	0	0	84203250	BANK OF KILMICHAEL	120 NORTH DEPOT AVENUE 	KILMICHAEL	MS	39747	051	2025-10-27T15:32:49
780218	12969	0	0	41213759	UNION BANK COMPANY, THE	101 PROGRESSIVE DRIVE 	COLUMBUS GROVE	OH	45830	051	2025-10-29T08:44:44
780263	3376	0	0	111312182	OZONA BANK	503 11TH ST 	OZONA	TX	76943	051	2025-10-24T10:47:22
780722	8811	0	12216	52101669	HEBRON SAVINGS BANK	101 N. MAIN STREET 	HEBRON	MD	21830	041	2025-10-16T14:21:31
780955	10384	0	0	91808347	WAUMANDEE STATE BANK	S2021 COUNTY ROAD U 	WAUMANDEE	WI	54622	051	2025-10-28T15:37:08
782016	9315	0	0	42101006	BANK OF MAYSVILLE	20 W 2ND ST 	MAYSVILLE	KY	41056	051	2025-10-20T16:42:58
782306	17798	0	0	211371489	BEACON BANK & TRUST	131 CLARENDON STREET 	BOSTON	MA	02116	041	2026-02-19T18:31:14
782548	304	0	0	83902455	CLINTON BANK	220 EAST CLAY STREET 	CLINTON	KY	42031	051	2025-10-16T15:46:32
783161	3440	0	0	121105156	FIRST NORTHERN BANK OF DIXON	195 NORTH FIRST STREET 	DIXON	CA	95620	051	2025-10-30T15:08:33
783246	11347	0	12304	73901725	GRINNELL STATE BANK	814 4TH AVENUE 	GRINNELL	IA	50112	051	2025-10-17T15:20:50
783349	13582	0	0	71108643	STATE BANK OF NAUVOO	1205 MULLHOLLAND STREET 	NAUVOO	IL	62354	041	2025-10-30T14:43:11
783648	12854	0	0	71902878	CENTIER BANK	600 EAST 84TH AVENUE 	MERRILLVILLE	IN	46410	041	2025-10-30T09:30:24
783844	13055	0	0	75906171	CITIZENS BANK	301 NORTH ROCHESTER STREET 	MUKWONAGO	WI	53149	041	2025-10-10T09:32:50
783910	2284	0	0	44109297	NORTH VALLEY BANK	2775 MAYSVILLE PIKE 	ZANESVILLE	OH	43701	051	2025-10-23T16:00:45
784159	22394	0	0	81503597	PEOPLES COMMUNITY BANK	101 SYCAMORE STREET 	GREENVILLE	MO	63944	051	2025-10-24T10:03:31
784430	183	0	17111	61203778	MERCHANTS & CITIZENS BANK, THE	6 WEST COLLEGE STREET 	MCRAE	GA	31055	051	2025-10-15T15:07:09
785147	2740	2409	0	83901236	FARMERS NATIONAL BANK OF DANVILLE, THE	304 WEST MAIN STREET 	DANVILLE	KY	40422	051	2026-01-28T13:50:00
785473	29961	0	0	283071788	FIRST SAVINGS BANK	702 NORTH SHORE DRIVE, SUITE 300 	JEFFERSONVILLE	IN	47130	041	2025-10-29T12:56:53
785857	2244	0	0	112200620	JAMES POLK STONE COMMUNITY BANK	109 EAST 2ND STREET 	PORTALES	NM	881306203	051	2025-10-27T16:41:02
785923	6623	2360	0	42205708	LCNB NATIONAL BANK	2 NORTH BROADWAY ST 	LEBANON	OH	45036	051	2026-02-18T12:11:14
785950	17676	0	0	101107886	LEGACY BANK	123 EAST CHICAGO 	COLWICH	KS	67030	051	2025-10-27T12:57:57
786210	2711	0	0	42101514	TRADITIONAL BANK, INC.	49 WEST MAIN ST. 	MOUNT STERLING	KY	40353	051	2025-10-30T10:03:16
786256	15751	0	0	101918101	FLAT BRANCH BANK	803 WOLLARD BOULEVARD 	RICHMOND	MO	64085	041	2025-10-27T11:12:48
786555	1100	0	0	91915612	PEOPLES STATE BANK OF PLAINVIEW	100 4TH AVENUE SOUTHEAST 	PLAINVIEW	MN	55964	051	2025-10-23T16:21:19
786612	9889	0	0	31308807	MID PENN BANK	349 UNION STREET 	MILLERSBURG	PA	17061	041	2025-11-19T12:01:54
786733	9997	0	11694	57001971	JEFFERSON SECURITY BANK	105 E WASHINGTON ST 	SHEPHERDSTOWN	WV	25443	051	2025-10-30T09:27:34
786948	4464	0	15267	73903325	FIRST BANK HAMPTON	211 1ST AVENUE NORTHWEST 	HAMPTON	IA	50441	051	2025-10-28T08:44:01
787459	10191	0	0	91913180	PRINSBANK	508 THIRD STREET 	PRINSBURG	MN	56281	051	2025-10-29T15:47:30
787842	14930	0	17444	73901903	FIRST IOWA STATE BANK	19 BENTON AVENUE EAST 	ALBIA	IA	52531	051	2025-10-09T10:40:36
788559	12602	0	0	101102166	FARMERS AND DROVERS BANK	201 WEST MAIN 	COUNCIL GROVE	KS	66846	051	2025-10-30T17:52:01
788652	8863	0	0	91215163	WOODLAND BANK	217 MAIN AVENUE E. 	DEER RIVER	MN	56636	051	2025-10-23T17:22:38
788773	31028	0	0	291270461	HOMETOWN BANK	1600 MONROE DRIVE 	CARVER	MN	55315	051	2025-10-27T12:00:30
789051	4652	0	0	101114277	NINNESCAH VALLEY BANK	101 EAST FIRST ST 	CUNNINGHAM	KS	67035	051	2025-10-22T09:07:22
790150	8584	0	0	81507470	BANK OF IBERIA	841 EAST HIGHWAY 42 	IBERIA	MO	65486	051	2025-10-27T09:57:27
790271	29227	0	0	281271014	WASHINGTON SAVINGS BANK	200 SOUTH BANKER STREET 	EFFINGHAM	IL	62401	051	2025-10-23T10:39:48
790543	18272	0	0	73910114	COMMUNITY STATE BANK	817 NORTH ANKENY BOULEVARD 	ANKENY	IA	50023	041	2025-10-23T09:23:55
790703	33645	0	7811	211870870	LEE BANK	75 PARK STREET 	LEE	MA	01238	051	2025-10-24T09:43:22
790918	7404	0	0	31307125	FIRST KEYSTONE COMMUNITY BANK	111 WEST FRONT STREET 	BERWICK	PA	18603	051	2025-10-31T09:09:12
791072	31043	0	0	311372744	INTERSTATE BANK	301 SOUTH MAIN STREET 	PERRYTON	TX	79070	051	2025-10-30T12:15:36
791353	16704	0	0	91916543	BANKWEST	5921 MAIN STREET 	ROCKFORD	MN	55373	041	2025-10-28T19:00:33
791821	2093	4107	0	54000056	NATIONAL CAPITAL BANK OF WASHINGTON, THE	316 PENNSYLVANIA AVE S. E. 	WASHINGTON	DC	20003	051	2025-10-29T10:43:09
791942	2482	0	0	75908043	NEKOOSA PORT EDWARDS STATE BANK	405 MARKET STREET 	NEKOOSA	WI	54457	051	2025-10-20T17:35:35
792453	9659	0	0	101103149	STATE BANK OF DOWNS	900 NORTH MORGAN 	DOWNS	KS	67437	051	2025-10-28T17:41:46
792640	14773	0	0	73915818	STATE SAVINGS BANK	612 CENTRAL AVENUE 	BEDFORD	IA	50833	051	2025-10-20T16:45:20
