"IDRSSD"	RCFDA591	RCFDB705	RCFDB706	RCFDB707	RCFDB708	RCFDB709	RCFDB710	RCFDB711	RCFDB726	RCFDB727	RCFDB728	RCFDB729	RCFDB730	RCFDB731	RCFDB732	RCFDB733	RCFDB734	RCFDB735	RCFDB736	RCFDB737	RCFDB738	RCFDB739	RCFDB740	RCFDB741	RCFDB742	RCFDB743	RCFDB744	RCFDB745	RCFDB746	RCFDB776	RCFDB779	RCFDB780	RCFDB781	RCFDB782	RCFDB783	RCFDB786	RCFDB787	RCFDB788	RCFDB789	RCFDB790	RCFDB796	RCFDB797	RCFDB803	RCFDB804	RCFDB805	RCFDB806	RCFDB807	RCFDB808	RCFDB809	RCFDC407	RCFDF699	RCFDHU09	RCFDHU10	RCFDHU11	RCFDHU12	RCFDHU13	RCFDHU14	RCFDHU15	RCFDHU16	RCFDHU17	RCFDHU18	RCONA591	RCONB705	RCONB711	RCONB733	RCONB739	RCONB740	RCONB746	RCONB776	RCONB782	RCONB783	RCONB789	RCONB790	RCONB796	RCONB797	RCONB803	RCONB804	RCONB805	RCONB806	RCONB807	RCONB808	RCONB809	RCONC407	RCONF699	RCONHU09	RCONHU15	RCONHU19	RIADB747	RIADB748	RIADB749	RIADB750	RIADB751	RIADB752	RIADB753	RIADB754	RIADB755	RIADB756	RIADB757	RIADB758	RIADB759	RIADB760	
956527																																																																																																						
956554																																																																																																						
956750																																																																																																						
956938																																																																																																						
956956																																																																																																						
957757																																																																																																						
958204																																																														0	0	0	0	0	0	0	0	0			12937	0	561	0	12937	136816						0	0	0		0						0	0						0	
958231																																																																																																						
958558																																																																																																						
958763																																																																																																						
959304																																																														95888	0	0	0	0	0	0	0	187091			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
959443																																																																																																						
959630																																																																																																						
959715																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
960047																																																																																																						
960551																																																																																																						
960935																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
961259																																																																																																						
961343																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	63033					0	0	0	0		0						0	0						0	
961400																																																																																																						
961446																																																																																																						
961576																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
961624																																																														324338	0	0	0	0	0	0	0	0	0	0	77791	0	3485	0	77284	775585	0	0	0	0		1758	0	0	0	0						0	0						0	
962313																																																																																																						
962890																																																																																																						
962966																																																														13722051	0	396996	0	6600	0	3802	0	0	0	0	6869	1732672	6869	144368	0	3108125	0	0	0	0	0	0	0	61533	0	0						50724	0						1220	
963002																																																																																																						
963730																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0		0						0	0						0	
963945																																																														23190476	0	974160	0	67134	0	130557	0	25677	0	0	69110	213784	922	8929	0	2500001	0	0	0	0	0	90	0	0	0	0						0	0						0	
964157																																																																																																						
964250																																																																																																						
965051																																																																																																						
965789																																																														2908	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
966272																																																																																																						
966722																																																																																																						
966731																																																																																																						
966973																																																																																																						
967046																																																																																																						
967952																																																																																																						
968070																																																														0	0	0	0	0	0	0	0	0			17685	0	404	0	17685	17702					0	103	0	0		0						0	0						0	
968155																																																																																																						
968249																																																																																																						
968744																																																																																																						
969059																																																																																																						
969255																																																																																																						
969639																																																																																																						
969844																																																																																																						
969956																																																																																																						
970055																																																																																																						
971070																																																																																																						
971379																																																																																																						
971959																																																														161781	0	0	0	0	0	0	0	0			1003	0	1003	0	0	422371					0	0	0	0		0						0	0						0	
972143																																																																																																						
972406																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
972648																																																														0	0	0	0	0	0	0	0	654			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
972732																																																														0	0	0	0	0	0	0	0	0			3651	0	3651	0	0	0						0	0	0		0						0	0						0	
972750																																																																																																						
972769																																																																																																						
972862																																																																																																						
973252																																																																																																						
974558																																																																																																						
974754																																																																																																						
975153																																																																																																						
975256																																																																																																						
975452																																																																																																						
975751																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
975854																																																																																																						
976534																																																																																																						
976552																																																																																																						
976703																																																																																																						
976954																																																																																																						
977045																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
977250																																																																																																						
977616																																																																																																						
977652																																																																																																						
977951																																																														0	0	0	0	0	0	0	10	0			3713	0	118	0	119588	0					0	0	0	0		0						0	0						0	
978118																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	6184	175491					0	0	0	0		0						0	0						0	
979133																																																																																																						
979151																																																																																																						
979629																																																																																																						
979759																																																																																																						
980438																																																																																																						
980531																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
980661	224104	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1108492	0	0	0	0	0	2761	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
980773																																																																																																						
980951																																																														0	0	0	0	0	0	0	0	0			4621	0	260	0	4621	46129						0	0	0		0						0	0						0	
980960																																																																																																						
981350																																																														0	0	0	0	0	0	0	0	0			960	0	188	0	0	0						0	0	0		0						0	0						0	
981453																																																																																																						
982142																																																																																																						
982348																																																																																																						
982553																																																																																																						
983158																																																																																																						
983457																																																																																																						
983550																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
984258																																																																																																						
984351																																																																																																						
984454																																																																																																						
984856																																																																																																						
985451																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
985479																																																																																																						
986159																																																																																																						
986551																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	9932	34431						0	0	0		0						0	0						0	
986757																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
986935																																																																																																						
987231																																																																																																						
987259																																																																																																						
987576																																																																																																						
987651																																																																																																						
987848																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
988144																																																																																																						
988153																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	80464					0	0	0	0		0						0	0						0	
988256																																																																																																						
988452																																																																																																						
989141																																																																																																						
989347																																																																																																						
989534																																																																																																						
989730																																																																																																						
989851																																																																																																						
990053																																																																																																						
990352																																																																																																						
990642																																																																																																						
991078																																																																																																						
991135																																																																																																						
991340																																																														138053	0	0	0	0	0	0	0	0			7	0	7	0	7	756529					0	639	0	0		0						0	0						0	
991359																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
991555																																																																																																						
991621																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
991854																																																																																																						
992851																																																																																																						
993250																																																																																																						
994435																																																																																																						
994770																																																																																																						
995076																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	114701						0	0	0		0						0	0						0	
995272																																																																																																						
995517																																																																																																						
995571																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
995674																																																																																																						
995955																																																																																																						
996260																																																														31789	0	0	0	0	0	0	0	0			0	0	0	0	0	91767					0	0	0	0		0						0	0						0	
997155																																																																																																						
997557																																																																																																						
997847																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	120460						0	0	0		0						0	0						0	
998358																																																																																																						
998648																																																																																																						
998657																																																																																																						
998844																																																																																																						
999935																																																														70868	0	0	0	0	0	0	0	0			0	0	0	0	0	18644					0	0	0	0		0						0	0						0	
1000052																																																																																																						
1000276																																																																																																						
1000641																																																																																																						
1000856																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1000959																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1001059																																																																																																						
1001152																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	246816					0	912	0	0		0						0	0						0	
1001639																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1001648																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	552440						0	0	0		0						0	0						0	
1001853																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1002373																																																																																																						
1002458																																																																																																						
1002878																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47037	192532	0	0	0	0		730	0	0	0	0						0	0						0	
1002953																																																																																																						
1003455																																																																																																						
1003558																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	66765					0	0	0	0		0						0	0						0	
1003839																																																																																																						
1003950																																																																																																						
1004256																																																																																																						
1004470																																																																																																						
1005075																																																																																																						
1005552																																																																																																						
1005655																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1005851																																																																																																						
1006148																																																																																																						
1006157																																																																																																						
1006513																																																																																																						
1006559																																																																																																						
1006652																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1007015																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	40806					0	0	0	0		0						0	0						0	
1007051																																																																																																						
1007154																																																																																																						
1007417																																																																																																						
1007734																																																														52047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2676						0	0	0		0						0	0						0	
1007752																																																																																																						
1007819																																																																																																						
1007873																																																																																																						
1007930																																																																																																						
1007958																																																																																																						
1008076																																																																																																						
1008151																																																																																																						
1008209																																																																																																						
1008553																																																																																																						
1008674																																																																																																						
1008955																																																																																																						
1009242																																																																																																						
1009354																																																														0	0	0	0	0	0	0	0	0			1064	0	30	0	0	0						0	0	0		0						0	0						0	
1009756																																																																																																						
1009840																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1010015																																																																																																						
1010574																																																																																																						
1011432																																																																																																						
1011526																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1011638																																																																																																						
1011656																																																																																																						
1011955																																																																																																						
1012251																																																																																																						
1012457																																																																																																						
1013070																																																														12573	0	0	0	0	0	0	0	0			15587	0	637	0	0	133387					0	110	0	0		0						0	0						0	
1013650																																																																																																						
1013744																																																																																																						
1014059																																																																																																						
1014125																																																																																																						
1014246																																																																																																						
1014255																																																																																																						
1014376																																																																																																						
1014451																																																																																																						
1014554																																																																																																						
1014657																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	35276					0	0	0	0		0						0	0						0	
1014853																																																																																																						
1015252																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104920						0	0	0		0						0	0						0	
1015270																																																																																																						
1015458																																																																																																						
1015560																																																														3052	0	0	0	0	0	0	0	0			0	0	0	0	0	11545					0	0	0	0		0						0	0						0	
1015841																																																																																																						
1015850																																																																																																						
1016174																																																																																																						
1016231																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1016259																																																																																																						
1016558																																																																																																						
1016718																																																																																																						
1016848																																																														0	0	0	0	0	0	0	0	0			41	0	18	0	0	0						0	0	0		0						0	0						0	
1016857																																																																																																						
1017425																																																																																																						
1017555																																																																																																						
1017564																																																																																																						
1017854																																																																																																						
1017939																																																														777999	0	0	0	0	0	0	0	0	0	0	8086	605	8086	605	8086	3149164	0	0	0	0	0	991	0	0	0	0						0	0						0	
1017957																																																																																																						
1018927																																																																																																						
1157415																																																																																																						
1160509																																																																																																						
1162017																																																																																																						
1163283																																																																																																						
1169650																																																																																																						
1176881																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1176920																																																																																																						
1187001																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1187551																																																																																																						
1188772																																																														0	331155	0	4392	0	6851	0	0	0			0	0	0	0	0	331155						1919	0	0		0						0	0						0	
1188987																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1190476																																																														286157	0	0	0	0	0	0	0	0	0	0	15316	0	15316	0	0	3001	0	0	0	0	0	0	0	0	0	0						0	0						0	
1191352																																																																																																						
1216022	3772000	0	0	0	0	0	0	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1218446																																																																																																						
1222519																																																																																																						
1222948																																																														17649	0	0	0	0	0	0	0	0			886	0	886	0	886	355815						639	0	0		0						0	0						0	
1225752																																																																																																						
1225761	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1225798																																																																																																						
1228034																																																																																																						
1293078																																																																																																						
1369870																																																																																																						
1386251																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0						0	0						0	
1387203																																																																																																						
1387605																																																																																																						
1391778																																																														199054	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1394621																																																																																																						
1394676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1396764																																																																																																						
1397471																																																																																																						
1402384																																																																																																						
1404481																																																																																																						
1404883																																																																																																						
1414819																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1418255																																																																																																						
1429028																																																																																																						
1435092																																																																																																						
1436204																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1443266	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1444021	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0						0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1445943																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1447639																																																																																																						
1456501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1458608																																																														343348	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1459717																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	160						0	0	0		0						0	0						0	
1459735																																																																																																						
1459799																																																																																																						
1462986																																																																																																						
1469677																																																																																																						
1470150																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1474309																																																																																																						
1479470																																																																																																						
1481745																																																																																																						
1492817																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1493319																																																																																																						
1494482																																																																																																						
1494914																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1629903																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1718188	318393	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	1617717						976	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1718469																																																														0	0	0	0	0	0	0	0	0			66033	0	2169	0	66033	1409795						1338	0	0		0						0	0						0	
1820979																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1836701																																																																																																						
1842065																																																														10972750	0	0	0	0	0	0	0	0	0	0	514	0	0	0	0	3883	0	0	0	0		0	0	0	0	0						0	0						0	
1863097																																																														36408	0	0	0	0	0	0	0	0			0	0	0	0	0	988						0	0	0		0						0	0						0	
1864197																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1872941																																																																																																						
1879016																																																																																																						
1883321																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1885932																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1890525																																																																																																						
1892154																																																																																																						
1893049	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1917301	17133245	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0						0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1918344																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1929247																																																														1031370	0	0	0	0	0	0	0	0	0	0	384719	23	380492	23	18089	6633729	0	0	0	0		3020	0	0	0	0						0	0						0	
1940747																																																																																																						
1945247																																																																																																						
2002222																																																																																																						
2006024																																																																																																						
2007991																																																																																																						
2009605																																																														0	0	0	0	0	0	0	0	0			14404	0	14404	0	0	0					0	0	0	0		0						0	0						0	
2010722																																																																																																						
2044811																																																														552564	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2044820																																																																																																						
2051127																																																																																																						
2059990																																																																																																						
2068107																																																																																																						
2119773																																																														1759209	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2121196																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0						0	
2122997																																																														1217486	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2123930																																																																																																						
2132941																																																																																																						
2140348																																																																																																						
2142155																																																														110180	0	0	0	0	0	0	0	0			13	11	13	11	0	0						0	0	0		0						0	0						0	
2163477																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2182786	1017000	0	0	0	0	0	0	1720000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2193616	221799	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2209553																																																														4876	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2218443																																																																																																						
2232757																																																																																																						
2233875																																																																																																						
2236821																																																																																																						
2239288																																																														3736689	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2262718																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2265456																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2297998																																																																																																						
2298995																																																														605858	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2304636																																																														0	0	0	0	0	0	0	0	0			59926	0	1606	0	56926	57988						0	0	0		0						0	0						0	
2305969																																																																																																						
2316714																																																																																																						
2317672																																																																																																						
2325882																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2328137																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2328285																																																																																																						
2329200																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	21991	88063					0	1395	0	0		0						0	0						0	
2332910																																																																																																						
2333140																																																																																																						
2337335																																																																																																						
2339599																																																																																																						
2339795																																																														302356	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2343167																																																																																																						
2344753																																																																																																						
2353595																																																																																																						
2354985																																																														1543919	0	322964	0	9019	0	4405	0	0	0	0	1268	0	34	0	0	8873	0	0	0	0	0	1430	0	0	258371	0						44884	0						2846	
2356091																																																																																																						
2358769																																																																																																						
2362458	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2371816																																																																																																						
2390929																																																														0	0	0	0	0	0	0	0	0			12147	0	12147	0	0	0					0	0	0	0		0						0	0						0	
2391588																																																																																																						
2396592																																																																																																						
2396604																																																																																																						
2398701																																																																																																						
2451240																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2465881																																																																																																						
2467670																																																																																																						
