"IDRSSD"	RCFDA591	RCFDB705	RCFDB706	RCFDB707	RCFDB708	RCFDB709	RCFDB710	RCFDB711	RCFDB726	RCFDB727	RCFDB728	RCFDB729	RCFDB730	RCFDB731	RCFDB732	RCFDB733	RCFDB734	RCFDB735	RCFDB736	RCFDB737	RCFDB738	RCFDB739	RCFDB740	RCFDB741	RCFDB742	RCFDB743	RCFDB744	RCFDB745	RCFDB746	RCFDB776	RCFDB779	RCFDB780	RCFDB781	RCFDB782	RCFDB783	RCFDB786	RCFDB787	RCFDB788	RCFDB789	RCFDB790	RCFDB796	RCFDB797	RCFDB803	RCFDB804	RCFDB805	RCFDB806	RCFDB807	RCFDB808	RCFDB809	RCFDC407	RCFDF699	RCFDHU09	RCFDHU10	RCFDHU11	RCFDHU12	RCFDHU13	RCFDHU14	RCFDHU15	RCFDHU16	RCFDHU17	RCFDHU18	RCONA591	RCONB705	RCONB711	RCONB733	RCONB739	RCONB740	RCONB746	RCONB776	RCONB782	RCONB783	RCONB789	RCONB790	RCONB796	RCONB797	RCONB803	RCONB804	RCONB805	RCONB806	RCONB807	RCONB808	RCONB809	RCONC407	RCONF699	RCONHU09	RCONHU15	RCONHU19	RIADB747	RIADB748	RIADB749	RIADB750	RIADB751	RIADB752	RIADB753	RIADB754	RIADB755	RIADB756	RIADB757	RIADB758	RIADB759	RIADB760	
1011638																																																																																																						
1011656																																																																																																						
1011955																																																																																																						
1012251																																																																																																						
1012457																																																																																																						
1013070																																																														12045	0	0	0	0	0	0	0	0			15123	0	637	0	0	129907					0	108	0	0		0						0	0						0	
1013650																																																																																																						
1013744																																																																																																						
1014059																																																																																																						
1014125																																																																																																						
1014246																																																																																																						
1014255																																																																																																						
1014376																																																																																																						
1014451																																																																																																						
1014554																																																																																																						
1014657																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	34931					0	0	0	0		0						0	0						0	
1014853																																																																																																						
1015252																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104540						0	0	0		0						0	0						0	
1015270																																																																																																						
1015458																																																																																																						
1015560																																																														3032	0	0	0	0	0	0	0	0			0	0	0	0	0	10996					0	0	0	0		0						0	0						0	
1015841																																																																																																						
1015850																																																																																																						
1016174																																																																																																						
1016231																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1016259																																																																																																						
1016558																																																																																																						
1016718																																																																																																						
1016848																																																														0	0	0	0	0	0	0	0	0			36	0	18	0	0	0						0	0	0		0						0	0						0	
1016857																																																																																																						
1017425																																																																																																						
1017564																																																																																																						
1017854																																																																																																						
1017939																																																														768192	0	0	0	0	0	0	0	0	0	0	8808	597	8808	597	8808	3192811	0	0	0	0	0	1811	0	0	0	0						0	0						0	
1017957																																																																																																						
1018927																																																																																																						
1157415																																																																																																						
1160509																																																																																																						
1162017																																																																																																						
1163283																																																																																																						
1169650																																																																																																						
1176881																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1176920																																																																																																						
1187001																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1187551																																																																																																						
1188772																																																														0	116318	0	5378	0	5552	0	0	0			0	0	0	0	0	116318						1373	0	0		0						0	0						0	
1188987																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1190476																																																														296868	0	0	0	0	0	0	0	0	0	0	11506	0	11506	0	0	2960	0	0	0	0	0	0	0	0	0	0						0	0						0	
1191352																																																																																																						
1216022	3492000	0	0	0	0	0	0	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1218446																																																																																																						
1222519																																																																																																						
1222948																																																														17224	0	0	0	0	0	0	0	0			742	0	742	0	742	347262						589	0	0		0						0	0						0	
1225752																																																																																																						
1225761	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1225798																																																																																																						
1228034																																																																																																						
1293078																																																																																																						
1369870																																																																																																						
1386251																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0						0	0						0	
1387203																																																																																																						
1387605																																																																																																						
1391778																																																														188509	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1394621																																																																																																						
1394676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1396764																																																																																																						
1397471																																																																																																						
1402384																																																																																																						
1404481																																																																																																						
1404883																																																																																																						
1414819																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1418255																																																																																																						
1435092																																																																																																						
1436204																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1443266	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1444021	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0						0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1445943																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1447639																																																																																																						
1456501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1458608																																																														385591	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1459717																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	149						0	0	0		0						0	0						0	
1459735																																																																																																						
1459799																																																																																																						
1462986																																																																																																						
1469677																																																																																																						
1470150																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1474309																																																																																																						
1479470																																																																																																						
1481745																																																																																																						
1492817																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1493319																																																																																																						
1494482																																																																																																						
1494914																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1629903																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1718188	289869	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	1661470						1296	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1718469																																																														0	0	0	0	0	0	0	0	0			61276	0	2169	0	61276	1458384						1483	0	0		0						0	0						0	
1820979																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1836701																																																																																																						
1842065																																																														10779730	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	3994	0	0	0	0		0	0	0	0	0						0	0						0	
1863097																																																														39178	0	0	0	0	0	0	0	0			0	0	0	0	0	974						0	0	0		0						0	0						0	
1864197																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1872941																																																																																																						
1879016																																																																																																						
1883321																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
1885932																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1890525																																																																																																						
1892154																																																																																																						
1893049	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1917301	16948662	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0						0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1918344																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
1929247																																																														1081088	0	0	0	0	0	0	0	0	0	0	408265	23	404791	23	17331	6576980	0	0	0	0		5184	0	0	0	0						0	0						0	
1940747																																																																																																						
1945247																																																																																																						
2002222																																																																																																						
2006024																																																																																																						
2007991																																																																																																						
2009605																																																														0	0	0	0	0	0	0	0	0			7376	0	7376	0	0	0					0	0	0	0		0						0	0						0	
2010722																																																																																																						
2044811																																																														640725	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2044820																																																																																																						
2051127																																																																																																						
2059990																																																																																																						
2068107																																																																																																						
2119773																																																														2116315	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2121196																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0						0	
2122997																																																														1162718	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2123930																																																																																																						
2132941																																																																																																						
2140348																																																																																																						
2142155																																																														118686	0	0	0	0	0	0	0	0			11	11	11	11	0	0						0	0	0		0						0	0						0	
2163477																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2182786	1100000	0	0	0	0	0	0	1655000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2193616	240257	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2209553																																																														4476	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2218443																																																																																																						
2232757																																																																																																						
2233875																																																																																																						
2236821																																																																																																						
2239288																																																														3883375	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2262718																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2265456																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2297998																																																																																																						
2298995																																																														648608	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2304636																																																														0	0	0	0	0	0	0	0	0			57334	0	1636	0	57334	56797						0	0	0		0						0	0						0	
2305969																																																																																																						
2316714																																																																																																						
2317672																																																																																																						
2325882																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2328137																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2328285																																																																																																						
2329200																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	23038	88897					0	1267	0	0		0						0	0						0	
2332910																																																																																																						
2333140																																																																																																						
2337335																																																																																																						
2339599																																																																																																						
2339795																																																														326471	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2343167																																																																																																						
2344753																																																																																																						
2353595																																																																																																						
2354985																																																														1723544	0	275112	0	7495	0	3257	0	0	0	0	1247	0	34	0	0	7890	0	0	0	0	0	1133	0	0	217788	0						8144	0						715	
2356091																																																																																																						
2358769																																																																																																						
2362458	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2371816																																																																																																						
2390929																																																														0	0	0	0	0	0	0	0	0			10271	0	10271	0	0	0					0	0	0	0		0						0	0						0	
2391588																																																																																																						
2396592																																																																																																						
2396604																																																																																																						
2398701																																																																																																						
2451240																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2465881																																																																																																						
2467670																																																																																																						
2471239																																																														4877301	0	4877301	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2482824																																																																																																						
2489805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2490285																																																																																																						
2497181																																																																																																						
2502825																																																																																																						
2505424																																																																																																						
2505451																																																																																																						
2505460																																																																																																						
2508751																																																														104571	4779351	0	0	0	0	0	0	0			1275782	0	28391	0	1275782	11258731						48503	0	0		0						0	0						0	
2515320																																																																																																						
2529176																																																																																																						
2531562																																																																																																						
2531991	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2533043																																																																																																						
2536633																																																																																																						
2539960																																																																																																						
2562137																																																																																																						
2562164																																																														66589	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2567123																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2568063																																																																																																						
2576134																																																																																																						
2580243																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2594240																																																																																																						
2594419																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2596646																																																																																																						
2597223																																																																																																						
2597232																																																																																																						
2598396																																																														0	0	0	0	0	0	0	0	0			778	0	57	0	778	459					0	0	0	0		0						0	0						0	
2600039																																																																																																						
2602828																																																																																																						
2605566																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2607412																																																																																																						
2608754																																																														0	0	0	0	0	0	0	0	0			87645	0	67549	0	0	1659839					0	0	0	0		0						0	0						0	
2610784																																																																																																						
2614344																																																																																																						
2615190																																																														156274	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2615220																																																																																																						
2618780																																																														0	0	0	0	0	0	0	0	0	0	0	108144	0	11013	0	0	0	0	0	0	0		0	0	0	0	0						0	0						0	
2619714																																																																																																						
2621285																																																																																																						
2621940																																																																																																						
2624400																																																														239281	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2625724																																																																																																						
2631172																																																														38173	0	0	0	0	0	0	0	0			0	0	0	0	59322	206						0	0	0		0						0	0						0	
2631846																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2634191																																																														448482	0	0	0	0	0	0	0	0	0	0	287628	0	5508	0	0	1474378	0	0	0	0	0	613	0	0	0	0						0	0						0	
2634351																																																														104546	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2641827																																																																																																						
2643595																																																																																																						
2649177																																																																																																						
2651899																																																																																																						
2652092																																																														102281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0		0	0	0	0	0						0	0						0	
2654911																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2661861																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2666400																																																																																																						
2667920																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2667939																																																																																																						
2667957																																																														0	0	0	0	0	0	0	0	0			7755	0	110	0	7755	0						0	0	0		0						0	0						0	
2668598																																																																																																						
2686211																																																																																																						
2687133																																																														0	0	0	0	0	0	0	0	0			507	0	507	0	507	17080					0	0	0	0		0						0	0						0	
2687487																																																																																																						
2693264																																																														453843	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2694681																																																																																																						
2696180																																																																																																						
2697963																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2700984	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0						0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2702764																																																																																																						
2705112																																																																																																						
2705895																																																														20961	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2708122																																																																																																						
2713920																																																																																																						
2716088																																																																																																						
2718596																																																																																																						
2719810																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2723376																																																																																																						
2724766																																																																																																						
2726050																																																																																																						
2729677																																																																																																						
2730431																																																																																																						
2732565																																																																																																						
2733263																																																																																																						
2734729																																																														20517	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2735137																																																																																																						
2735146																																																														1197864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429231	0	0	0	0		14843	0	0	0	0						0	0						0	
2736219																																																																																																						
2736291																																																														363301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96883	0	0	0	0	0	355	0	0	0	0						0	0						0	
2736451																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2736714																																																																																																						
2737980																																																														30767	21994	0	2502	0	771	0	0	0			980499	2956	453898	2956	0	1917738						3646	0	0		0						0	0						0	
2743244																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2745426																																																														31801	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2745529																																																																																																						
2746245																																																																																																						
2747279																																																																																																						
2747466																																																																																																						
2747587																																																																																																						
2748502																																																																																																						
2753917																																																																																																						
2754222																																																																																																						
2756730																																																																																																						
2756909																																																																																																						
2757205																																																														0	0	0	0	0	0	0	0	0			205	0	205	0	0	50411					0	0	0	0		0						0	0						0	
2758613																																																														1966580	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2759629																																																																																																						
2764212																																																														5633	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2769570																																																																																																						
2771694																																																																																																						
2774707																																																																																																						
2775151																																																																																																						
2775179																																																																																																						
2775692																																																																																																						
2785477																																																																																																						
2785646																																																																																																						
2787770																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2791085																																																																																																						
2793593																																																														0	0	0	0	0	0	0	0	0			17332	0	17332	0	0	0						0	0	0		0						0	0						0	
2794732																																																																																																						
2796277																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2797162																																																														85088	0	0	0	0	0	0	15389	0			15389	0	266	0	15389	103970						0	0	0		0						0	0						0	
2797210																																																																																																						
2797359																																																																																																						
2797724																																																														581917	0	0	0	0	0	0	0	0	0	0	1820599	1715	37070	1715	0	17275	0	0	0	0		0	0	0	0	0						0	0						0	
2805535																																																																																																						
2805928																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2806635																																																																																																						
2806840																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2806877																																																														14982	0	0	0	0	0	0	0	0			0	0	0	0	0	1092217						0	0	0		0						0	0						0	
2807173																																																																																																						
2808602																																																														730031	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2809373																																																																																																						
2811086																																																																																																						
2815879																																																																																																						
2819167																																																																																																						
2819242																																																																																																						
2820604																																																																																																						
2823221																																																																																																						
2826017																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2833882																																																																																																						
2835103																																																																																																						
2836306																																																																																																						
2838207																																																																																																						
2839790																																																																																																						
2845782																																																																																																						
2847085																																																																																																						
2847142																																																																																																						
2849285																																																																																																						
2849463																																																																																																						
2849801																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2850722																																																														9683893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0						0	
2855866																																																																																																						
2857600																																																																																																						
2858492																																																																																																						
2858960																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2860039																																																																																																						
2860271																																																																																																						
2861317																																																																																																						
2867337																																																														94680	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2869162																																																																																																						
2871099																																																																																																						
2871558																																																																																																						
2873598																																																																																																						
2877345																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2877484																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2877831																																																																																																						
2880019																																																																																																						
2881445																																																																																																						
2882983																																																																																																						
2889227																																																																																																						
2891622																																																														0	0	0	0	0	0	0	0	0			708985	0	708985	0	0	38940613					0	208386	0	0		0						0	0						0	
2897633																																																																																																						
2901558																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2903123																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2905761																																																																																																						
2907019																																																																																																						
2907439																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2912750																																																																																																						
2913702																																																														13481	0	0	0	0	0	0	0	0			66877	0	1002	0	66877	10497						0	0	0		0						0	0						0	
2914268																																																																																																						
2914727																																																																																																						
2915461																																																																																																						
2916534																																																																																																						
2916963																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
2917184																																																																																																						
2917317																																																														691202	59380	0	3331	0	4297	0	0	0	0	0	0	0	0	0	0	1966926	0	0	0	0		0	0	0	0	0						0	0						0	
2919898																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2920287																																																																																																						
2921622																																																																																																						
2921659																																																																																																						
2925620																																																																																																						
2925666	7846552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	113683	659	113683	0	15861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2929392																																																																																																						
2938198																																																														400503	0	0	0	0	0	0	0	0			0	0	0	0	0	269					0	0	0	0		0						0	0						0	
2938787																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
2939001																																																																																																						
